广西移动,#genre#
CCTV-6,http://39.134.65.106/PLTV/88888888/224/3221225814/1.m3u8
CCTV-7,http://39.134.65.106/PLTV/88888888/224/3221225671/1.m3u8
CCTV-8,http://39.134.65.106/PLTV/88888888/224/3221225795/1.m3u8
CCTV-9,http://39.134.65.106/PLTV/88888888/224/3221225676/1.m3u8
CCTV-10,http://39.134.65.106/PLTV/88888888/224/3221225677/1.m3u8
CCTV-10,http://39.134.65.106/PLTV/88888888/224/3221226128/1.m3u8
CCTV-11,http://39.134.65.106/PLTV/88888888/224/3221226123/1.m3u8
CCTV-11,http://39.134.65.106/PLTV/88888888/224/3221225517/1.m3u8
CCTV-12,http://39.134.65.106/PLTV/88888888/224/3221226130/1.m3u8
CCTV-12,http://39.134.65.106/PLTV/88888888/224/3221225669/1.m3u8
CCTV-13,http://39.134.65.106/PLTV/88888888/224/3221226125/1.m3u8
CCTV-13,http://39.134.65.106/PLTV/88888888/224/3221225812/1.m3u8
CCTV-13,http://39.134.65.106/PLTV/88888888/224/3221226077/1.m3u8
CCTV-14,http://39.134.65.106/PLTV/88888888/224/3221225674/1.m3u8
CCTV-14,http://39.134.65.106/PLTV/88888888/224/3221226132/1.m3u8
CCTV-15,http://39.134.65.106/PLTV/88888888/224/3221225513/1.m3u8
CCTV-15,http://39.134.65.106/PLTV/88888888/224/3221226127/1.m3u8
CCTV-16,http://39.134.65.106/PLTV/88888888/224/3221225893/1.m3u8
CCTV-17,http://39.134.65.106/PLTV/88888888/224/3221225708/1.m3u8
CETV1,http://39.134.65.106/PLTV/88888888/224/3221225563/1.m3u8
CETV2,http://39.134.65.106/PLTV/88888888/224/3221226064/1.m3u8
CETV4,http://39.134.65.106/PLTV/88888888/224/3221225750/1.m3u8
CGTN记录,http://39.134.65.106/PLTV/88888888/224/3221225509/1.m3u8
CGTN,http://39.134.65.106/PLTV/88888888/224/3221225510/1.m3u8
CGTN阿语,http://39.134.65.106/PLTV/88888888/224/3221226081/1.m3u8
CGTN俄语,http://39.134.65.106/PLTV/88888888/224/3221226096/1.m3u8
CGTN法语,http://39.134.65.106/PLTV/88888888/224/3221226083/1.m3u8
CGTN西语,http://39.134.65.106/PLTV/88888888/224/3221226094/1.m3u8
广西卫视,http://39.134.65.106/PLTV/88888888/224/3221226091/1.m3u8
东方卫视,http://39.134.65.106/PLTV/88888888/224/3221225672/1.m3u8
浙江卫视,http://39.134.65.106/PLTV/88888888/224/3221225514/1.m3u8
江苏卫视,http://39.134.65.106/PLTV/88888888/224/3221225503/1.m3u8
湖南卫视,http://39.134.65.106/PLTV/88888888/224/3221225506/1.m3u8
北京卫视,http://39.134.65.106/PLTV/88888888/224/3221225678/1.m3u8
北京卫视,http://39.134.65.106/PLTV/88888888/224/3221225927/1.m3u8
北京卫视,http://39.134.65.106/PLTV/88888888/224/3221225931/1.m3u8
辽宁卫视,http://39.134.65.106/PLTV/88888888/224/3221225499/1.m3u8
辽宁卫视,http://39.134.65.106/PLTV/88888888/224/3221226089/1.m3u8
康巴卫视,http://39.134.65.106/PLTV/88888888/224/3221225527/1.m3u8
河北卫视,http://39.134.65.106/PLTV/88888888/224/3221225495/1.m3u8
东南卫视,http://39.134.65.106/PLTV/88888888/224/3221225500/1.m3u8
重庆卫视,http://39.134.65.106/PLTV/88888888/224/3221225502/1.m3u8
海南卫视,http://39.134.65.106/PLTV/88888888/224/3221225530/1.m3u8
山西卫视,http://39.134.65.106/PLTV/88888888/224/3221225496/1.m3u8
安多卫视,http://39.134.65.106/PLTV/88888888/224/3221225531/1.m3u8
山东教育卫视,http://39.134.65.106/PLTV/88888888/224/3221225558/1.m3u8
青海卫视,http://39.134.65.106/PLTV/88888888/224/3221225573/1.m3u8
陕西卫视,http://39.134.65.106/PLTV/88888888/224/3221225567/1.m3u8
湖北卫视,http://39.134.65.106/PLTV/88888888/224/3221225569/1.m3u8
甘肃卫视,http://39.134.65.106/PLTV/88888888/224/3221225584/1.m3u8
新疆卫视,http://39.134.65.106/PLTV/88888888/224/3221225582/1.m3u8
宁夏卫视,http://39.134.65.106/PLTV/88888888/224/3221225579/1.m3u8
西藏卫视,http://39.134.65.106/PLTV/88888888/224/3221225570/1.m3u8
内蒙古卫视,http://39.134.65.106/PLTV/88888888/224/3221225577/1.m3u8
贵州卫视,http://39.134.65.106/PLTV/88888888/224/3221225576/1.m3u8
天津卫视,http://39.134.65.106/PLTV/88888888/224/3221225665/1.m3u8
深圳卫视,http://39.134.65.106/PLTV/88888888/224/3221225668/1.m3u8
东方卫视,http://39.134.65.106/PLTV/88888888/224/3221225673/1.m3u8
东方卫视,http://39.134.65.106/PLTV/88888888/224/3221225942/1.m3u8
东方卫视,http://39.134.65.106/PLTV/88888888/224/3221225960/1.m3u8
江苏卫视,http://39.134.65.106/PLTV/88888888/224/3221225929/1.m3u8
江苏卫视,http://39.134.65.106/PLTV/88888888/224/3221225938/1.m3u8
安徽卫视,http://39.134.65.106/PLTV/88888888/224/3221225925/1.m3u8
安徽卫视,http://39.134.65.106/PLTV/88888888/224/3221225923/1.m3u8
江西卫视,http://39.134.65.106/PLTV/88888888/224/3221225935/1.m3u8
青海卫视,http://39.134.65.106/PLTV/88888888/224/3221225948/1.m3u8
辽宁卫视,http://39.134.65.106/PLTV/88888888/224/3221225944/1.m3u8
辽宁卫视,http://39.134.65.106/PLTV/88888888/224/3221226089/1.m3u8
西藏卫视,http://39.134.65.106/PLTV/88888888/224/3221225951/1.m3u8
广东卫视,http://39.134.65.106/PLTV/88888888/224/3221225962/1.m3u8
湖南卫视,http://39.134.65.106/PLTV/88888888/224/3221225977/1.m3u8
深圳卫视,http://39.134.65.106/PLTV/88888888/224/3221225943/1.m3u8
云南卫视,http://39.134.65.106/PLTV/88888888/224/3221225957/1.m3u8
浙江卫视,http://39.134.65.106/PLTV/88888888/224/3221225959/1.m3u8
天津卫视,http://39.134.65.106/PLTV/88888888/224/3221225972/1.m3u8
浙江卫视,http://39.134.65.106/PLTV/88888888/224/3221225982/1.m3u8
吉林卫视,http://39.134.65.106/PLTV/88888888/224/3221225981/1.m3u8
陕西卫视,http://39.134.65.106/PLTV/88888888/224/3221225989/1.m3u8
山东卫视,http://39.134.65.106/PLTV/88888888/224/3221225952/1.m3u8
四川卫视,http://39.134.65.106/PLTV/88888888/224/3221225970/1.m3u8
河北卫视,http://39.134.65.106/PLTV/88888888/224/3221225991/1.m3u8
河北卫视,http://39.134.65.106/PLTV/88888888/224/3221225961/1.m3u8
贵州卫视,http://39.134.65.106/PLTV/88888888/224/3221225974/1.m3u8
湖北卫视,http://39.134.65.106/PLTV/88888888/224/3221225975/1.m3u8
湖北卫视,http://39.134.65.106/PLTV/88888888/224/3221226015/1.m3u8
江西卫视,http://39.134.65.106/PLTV/88888888/224/3221225995/1.m3u8
天津卫视,http://39.134.65.106/PLTV/88888888/224/3221226003/1.m3u8
东南卫视,http://39.134.65.106/PLTV/88888888/224/3221225950/1.m3u8
新疆卫视,http://39.134.65.106/PLTV/88888888/224/3221225999/1.m3u8
深圳卫视,http://39.134.65.106/PLTV/88888888/224/3221225997/1.m3u8
兵团卫视,http://39.134.65.106/PLTV/88888888/224/3221226005/1.m3u8
黑龙江卫视,http://39.134.65.106/PLTV/88888888/224/3221226006/1.m3u8
黑龙江卫视,http://39.134.65.106/PLTV/88888888/224/3221226056/1.m3u8
黑龙江卫视,http://39.134.65.106/PLTV/88888888/224/3221226068/1.m3u8
黑龙江卫视,http://39.134.65.106/PLTV/88888888/224/3221226099/1.m3u8
黑龙江卫视,http://39.134.65.106/PLTV/88888888/224/3221226115/1.m3u8
黑龙江卫视,http://39.134.65.106/PLTV/88888888/224/3221226117/1.m3u8
黑龙江卫视,http://39.134.65.106/PLTV/88888888/224/3221226122/1.m3u8
黑龙江卫视,http://39.134.65.106/PLTV/88888888/224/3221226060/1.m3u8
黑龙江卫视,http://39.134.65.106/PLTV/88888888/224/3221225985/1.m3u8
重庆卫视,http://39.134.65.106/PLTV/88888888/224/3221226001/1.m3u8
四川卫视,http://39.134.65.106/PLTV/88888888/224/3221226014/1.m3u8
山西卫视,http://39.134.65.106/PLTV/88888888/224/3221226009/1.m3u8
湖南卫视,http://39.134.65.106/PLTV/88888888/224/3221226000/1.m3u8
广西卫视,http://39.134.65.106/PLTV/88888888/224/3221226024/1.m3u8
海南卫视,http://39.134.65.106/PLTV/88888888/224/3221226026/1.m3u8
吉林卫视,http://39.134.65.106/PLTV/88888888/224/3221226028/1.m3u8
山东卫视,http://39.134.65.106/PLTV/88888888/224/3221226034/1.m3u8
贵州卫视,http://39.134.65.106/PLTV/88888888/224/3221226030/1.m3u8
内蒙古卫视,http://39.134.65.106/PLTV/88888888/224/3221226017/1.m3u8
广东卫视,http://39.134.65.106/PLTV/88888888/224/3221225966/1.m3u8
东南卫视,http://39.134.65.106/PLTV/88888888/224/3221226038/1.m3u8
海南卫视,http://39.134.65.106/PLTV/88888888/224/3221225978/1.m3u8
重庆卫视,http://39.134.65.106/PLTV/88888888/224/3221225963/1.m3u8
甘肃卫视,http://39.134.65.106/PLTV/88888888/224/3221226048/1.m3u8
河南卫视,http://39.134.65.106/PLTV/88888888/224/3221225988/1.m3u8
河南卫视,http://39.134.65.106/PLTV/88888888/224/3221226023/1.m3u8
延边卫视,http://39.134.65.106/PLTV/88888888/224/3221226040/1.m3u8
古装剧场,http://39.134.65.106/PLTV/88888888/224/3221225524/1.m3u8
金牌综艺,http://39.134.65.106/PLTV/88888888/224/3221225525/1.m3u8
精品体育,http://39.134.65.106/PLTV/88888888/224/3221225526/1.m3u8
超级体育,http://39.134.65.106/PLTV/88888888/224/3221225635/1.m3u8
爱情喜剧,http://39.134.65.106/PLTV/88888888/224/3221225533/1.m3u8
精品大剧,http://39.134.65.106/PLTV/88888888/224/3221225536/1.m3u8
家庭剧场,http://39.134.65.106/PLTV/88888888/224/3221225538/1.m3u8
潮妈辣婆,http://39.134.65.106/PLTV/88888888/224/3221225542/1.m3u8
精品记录,http://39.134.65.106/PLTV/88888888/224/3221225545/1.m3u8
动作电影,http://39.134.65.106/PLTV/88888888/224/3221225555/1.m3u8
军旅剧场,http://39.134.65.106/PLTV/88888888/224/3221225560/1.m3u8
惊悚悬疑,http://39.134.65.106/PLTV/88888888/224/3221225553/1.m3u8
怡伴健康,http://39.134.65.106/PLTV/88888888/224/3221225571/1.m3u8
中国功夫,http://39.134.65.106/PLTV/88888888/224/3221225604/1.m3u8
超级电影,http://39.134.65.106/PLTV/88888888/224/3221225644/1.m3u8
超级综艺,http://39.134.65.106/PLTV/88888888/224/3221225642/1.m3u8
超级电视剧,http://39.134.65.106/PLTV/88888888/224/3221225637/1.m3u8
欢乐剧场,http://39.134.65.106/PLTV/88888888/224/3221225682/1.m3u8
东北热剧,http://39.134.65.106/PLTV/88888888/224/3221225679/1.m3u8
精品萌宠,http://39.134.65.106/PLTV/88888888/224/3221226051/1.m3u8
武博,http://39.134.65.106/PLTV/88888888/224/3221225547/1.m3u8
哒波赛事,http://39.134.65.106/PLTV/88888888/224/3221225559/1.m3u8
军事,http://39.134.65.106/PLTV/88888888/224/3221225535/1.m3u8
纪录片1,http://39.134.65.106/PLTV/88888888/224/3221225728/1.m3u8
纪录片2,http://39.134.65.106/PLTV/88888888/224/3221225730/1.m3u8
纪录片3,http://39.134.65.106/PLTV/88888888/224/3221225715/1.m3u8
求索记录,http://39.134.65.106/PLTV/88888888/224/3221225713/1.m3u8
黑莓动画,http://39.134.65.106/PLTV/88888888/224/3221225529/1.m3u8
黑莓电影,http://39.134.65.106/PLTV/88888888/224/3221225681/1.m3u8
哈哈炫动,http://39.134.65.106/PLTV/88888888/224/3221225534/1.m3u8
卡酷少儿,http://39.134.65.106/PLTV/88888888/224/3221225562/1.m3u8
优漫卡通,http://39.134.65.106/PLTV/88888888/224/3221225556/1.m3u8
金鹰卡通,http://39.134.65.106/PLTV/88888888/224/3221225561/1.m3u8
北京纪实科教,http://39.134.65.106/PLTV/88888888/224/3221225670/1.m3u8



咪咕移动,#genre#
咪咕1,http://39.134.65.106/PLTV/88888888/224/3221225611/1.m3u8
咪咕2,http://39.134.65.106/PLTV/88888888/224/3221225613/1.m3u8
咪咕3,http://39.134.65.106/PLTV/88888888/224/3221225619/1.m3u8
咪咕4,http://39.134.65.106/PLTV/88888888/224/3221225620/1.m3u8
咪咕5,http://39.134.65.106/PLTV/88888888/224/3221225639/1.m3u8
咪咕6,http://39.134.65.106/PLTV/88888888/224/3221225641/1.m3u8
咪咕7,http://39.134.65.106/PLTV/88888888/224/3221225643/1.m3u8
咪咕8,http://39.134.65.106/PLTV/88888888/224/3221225647/1.m3u8
咪咕9,http://39.134.65.106/PLTV/88888888/224/3221225648/1.m3u8
咪咕10,http://39.134.65.106/PLTV/88888888/224/3221225649/1.m3u8
咪咕11,http://39.134.65.106/PLTV/88888888/224/3221225650/1.m3u8
咪咕12,http://39.134.65.106/PLTV/88888888/224/3221225653/1.m3u8
咪咕13,http://39.134.65.106/PLTV/88888888/224/3221225645/1.m3u8
咪咕14,http://39.134.65.106/PLTV/88888888/224/3221225654/1.m3u8
咪咕15,http://39.134.65.106/PLTV/88888888/224/3221225652/1.m3u8
咪咕16,http://39.134.65.106/PLTV/88888888/224/3221225658/1.m3u8
咪咕17,http://39.134.65.106/PLTV/88888888/224/3221225660/1.m3u8
咪咕18,http://39.134.65.106/PLTV/88888888/224/3221225756/1.m3u8
咪咕19,http://39.134.65.106/PLTV/88888888/224/3221225754/1.m3u8
咪咕20,http://39.134.65.106/PLTV/88888888/224/3221225733/1.m3u8
咪咕21,http://39.134.65.106/PLTV/88888888/224/3221225737/1.m3u8
咪咕22,http://39.134.65.106/PLTV/88888888/224/3221225739/1.m3u8
咪咕23,http://39.134.65.106/PLTV/88888888/224/3221225758/1.m3u8
咪咕24,http://39.134.65.106/PLTV/88888888/224/3221225760/1.m3u8
咪咕25,http://39.134.65.106/PLTV/88888888/224/3221225903/1.m3u8
咪咕26,http://39.134.65.106/PLTV/88888888/224/3221225899/1.m3u8
咪咕27,http://39.134.65.106/PLTV/88888888/224/3221225901/1.m3u8
咪咕28,http://39.134.65.106/PLTV/88888888/224/3221225914/1.m3u8
咪咕29,http://39.134.65.106/PLTV/88888888/224/3221225905/1.m3u8
咪咕30,http://39.134.65.106/PLTV/88888888/224/3221225912/1.m3u8
咪咕31,http://39.134.65.106/PLTV/88888888/224/3221225910/1.m3u8
咪咕32,http://39.134.65.106/PLTV/88888888/224/3221226031/1.m3u8
咪咕4K,http://39.134.65.106/PLTV/88888888/224/3221225651/1.m3u8
晴彩广场舞,http://39.134.65.106/PLTV/88888888/224/3221226143/1.m3u8
晴彩广场舞,http://39.134.65.106/PLTV/88888888/224/3221226046/1.m3u8
晴彩青少,http://39.134.65.106/PLTV/88888888/224/3221226053/1.m3u8
晴彩篮球,http://39.134.65.106/PLTV/88888888/224/3221226027/1.m3u8
晴彩篮球,http://39.134.65.106/PLTV/88888888/224/3221225895/1.m3u8
晴彩竞技,http://39.134.65.106/PLTV/88888888/224/3221225897/1.m3u8



皮皮虾,#genre#
CCTV-13,http://8.138.7.223/tv/ptbtv.php?id=28
CCTV-1,http://8.138.7.223/tv/ptbtv.php?id=27
凤凰中文,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzw
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰资讯,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzx
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰香港,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhhk
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
无线新闻,http://php.jdshipin.com/TVOD/iptv.php?id=tvbxw
无线新闻,http://php.jdshipin.com:8880/smt.php?id=inews_twn
无线新闻,http://php.jdshipin.com/TVOD/iptv.php?id=wxxwt
有线综合,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct3
翡翠台,http://php.jdshipin.com:8880/xsj.php?id=lotustv
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
翡翠台 4K,http://php.jdshipin.com/TVOD/iptv.php?id=fct4
翡翠台 4K,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct4
华丽翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=huali
华丽翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=huali2
明珠台,http://php.jdshipin.com:8880/smt.php?id=pearl_twn
明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt
明珠台,http://php.jdshipin.com:8880/iptv.php?id=mzt
明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt2
星河台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
星河台,http://php.jdshipin.com/TVOD/iptv.php?id=xinghe
娱乐新闻台,http://php.jdshipin.com/TVOD/iptv.php?id=tvbylxw
千禧经典台,http://php.jdshipin.com:8880/smt.php?id=Tvbclassic
亚洲武侠,http://php.jdshipin.com/TVOD/iptv.php?id=yzwx
天映频道,http://php.jdshipin.com:8880/smt.php?id=Celestial
天映经典,http://php.jdshipin.com:8880/smt.php?id=Celestial2
美亚电影台,http://php.jdshipin.com:8880/smt.php?id=meiyamovie_twn
八度空间,http://php.jdshipin.com:8880/smt.php?id=TV8
Astro AOD,http://php.jdshipin.com:8880/smt.php?id=Aodhd
Astro AEC,http://php.jdshipin.com:8880/smt.php?id=AEC
爱奇艺,http://php.jdshipin.com:8880/smt.php?id=Qiyi
Astro QJ,http://php.jdshipin.com:8880/smt.php?id=Quanjia
Astro欢喜台,http://php.jdshipin.com:8880/smt.php?id=Huahee
TVB Plus J2,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbp
TVB Plus J2,http://php.jdshipin.com:8880/TVOD/iptv.php?id=j2
TVB Plus J2,http://php.jdshipin.com:8880/smt.php?id=j2_twn
TVB Jade,http://php.jdshipin.com:8880/smt.php?id=Tvbjade
VIU TV,http://php.jdshipin.com:8880/smt.php?id=viu1_twn
VIU TV Six,http://php.jdshipin.com:8880/smt.php?id=viusix_twn
HOY 77,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv
HOY 78,http://108.181.20.197/livehttpplay?channel_id=20191
RTHK31,http://php.jdshipin.com:8880/smt.php?id=rhk31_twn
RTHK32,http://php.jdshipin.com:8880/smt.php?id=rhk32_twn
RTHK33,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk33
RTHK33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream04/streamPlaylist.m3u8
RTHK34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream04/streamPlaylist.m3u8
RTHK35,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
美亚C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
耀才财经,https://v3.mediacast.hk/webcast/bshdlive-pc/chunklist_w99771165.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
澳门莲花,http://php.jdshipin.com/TVOD/iptv.php?id=as
CNA,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index.m3u8
CNA,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
Wion,https://d7x8z4yuq42qn.cloudfront.net/index_7.m3u8
France 24,https://live.france24.com/hls/live/2037218/F24_EN_HI_HLS/master_5000.m3u8
BBC,https://cdn4.skygo.mn/live/disk1/BBC_News/HLSv3-FTA/BBC_News.m3u8
RT,https://rt-glb.rttv.com/dvr/rtnews/playlist.m3u8
Al Jazeera,https://live-hls-v3-aje.getaj.net/AJE-V3/index.m3u8
Al Jazeera,http://live-hls-web-aje.getaj.net/AJE/01.m3u8
CNN,https://turnerlive.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_0_3564000.m3u8
Global News,https://live.corusdigitaldev.com/groupa/live/48a5882b-a1ec-42d7-bfd7-6c2739e737da/live.isml/.m3u8
Red Bull,https://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_6660.m3u8
Formosa TV 4K,https://fash2043.cloudycdn.services/slive/ftv_ftv_4k_hevc_73d_42080_default_466_hls.smil/playlist.m3u8
Bloomberg,https://liveprodusphoenixeast.akamaized.net/USPhx-HD/Channel-TX-USPhx-AWS-virginia-1/Source-USPhx-16k-1-s6lk2-BP-07-02-81ykIWnsMsg_live.m3u8
Bloomberg 4K,https://bloomberg-bloombergtv-3-nl.samsung.wurl.tv/playlist.m3u8


